rank,tier,status,ranking_score,score_std,score_percentile,field,id,source_id,ra,dec,sky_group,sky_group_size,mag_f444w,snr_f444w,r_h_arcsec,z_phot,ood_flag,n_features_outside_positive_range,disagreement_flag,nearest_list,nearest_list_sep_arcsec,n_archive_records,n_eligible_records,n_secure_lowz_records,n_secure_highz_records,archive_best_grade,archive_z_best_grade3,archive_gratings,archive_files,in_census,spec_tested,spec_vshaped,sel_labbe23,sel_kokorev24,sel_kocevski24,sel_perezgonzalez24,sel_barro23,sel_greene24,sel_akins24,m_f090w,m_f115w,m_f150w,m_f200w,m_f277w,m_f356w,m_f444w,asnr_f090w,asnr_f115w,asnr_f150w,asnr_f200w,asnr_f277w,asnr_f356w,asnr_f444w,c_f090w_f115w,c_f115w_f150w,c_f150w_f200w,c_f200w_f277w,c_f277w_f356w,c_f356w_f444w,c_f115w_f200w,c_f200w_f356w,c_f277w_f444w,slope_blue,slope_red,v_curv,log_rh,log_rh_over_rstar,n_snr_ge1,n_snr_ge3,archive_verdict,compactness_f444w,labbe_compactness,flux_d020,flux_d040,flux_d050,compactness_measurable,compactness_reason,compactness_mosaic,compactness_pixscale,compact_akins,compact_labbe,followup_tier
865,high_recall,untested,0.6992216,0.040146235,99.60165,gds,1370,215851,53.14295411807181,-27.874932643292823,204472,1,26.168188320237967,83.75541012222023,0.1172855947335974,6.509995460510254,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.1925945,2.8698974,2.7539039,2.687651,2.3878844,1.6810966,2.2673843,2.781486,4.8326616,4.7153797,4.496255,5.2609777,5.745393,5.1210837,1.3226974,0.11599347,0.06625299,0.2997664,0.7067879,-0.5862877,0.18224646,1.0065544,0.12050022,-1.03675,-1.1499645,-0.1132145,-0.9307553,0.17659365,7.0,7.0,,0.4459780220953853,1.9832248196477908,4.789500867769509,9.498656994685122,10.73932039356221,True,,gds-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
866,high_recall,untested,0.69916064,0.05603947,99.60143,primer-cosmos-east,83582,417171,150.16153698767383,2.4851798738344884,388163,1,28.294189058575466,12.08664393664894,0.0821156558707193,6.688729286193848,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.962865,5.728068,5.5998373,5.9972663,5.021096,4.2363296,4.3558583,0.6689635,0.28981677,1.328625,0.20831697,1.6243558,2.3534975,3.1869552,-0.7652033,0.12823048,-0.3974288,0.9761702,0.78476655,-0.11952885,-0.2691983,1.7609367,0.66523767,2.3723598,-1.4274887,-3.7998486,-1.085574,0.02344637,4.0,2.0,,0.6842237878325413,1.4328111490848388,1.1581867212146626,1.6594628468783823,1.69270163038839,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
867,high_recall,untested,0.69846946,0.06470273,99.60079,primer-uds-north,32148,54188,34.31678743263061,-5.160145871087284,51691,1,27.525980565246105,19.85412166102471,0.0964740972469893,5.1528000831604,False,0,True,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.571375,4.507049,4.8395677,7.040548,3.4553251,4.380123,3.6162937,2.6480625,2.4671268,2.267963,-0.71281606,4.050286,2.9666975,3.6821923,0.06432584,-0.33251822,-2.2009804,3.5852227,-0.92479795,0.76382947,-2.5334985,2.6604247,-0.1609685,1.6110083,1.0892894,-0.5217189,-1.0155892,0.09175969,6.0,6.0,,0.5953229654659988,1.5119584001103494,1.85335755427922,2.8021995226004397,3.1131968054154835,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
868,high_recall,untested,0.6984462,0.061599854,99.60057,primer-uds-south,71038,138255,34.49040687231129,-5.199976211947597,132289,1,26.47527375839436,10.582860132486262,0.1174446800928272,6.688777446746826,False,0,True,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.5200393,2.8197818,3.0436215,3.111543,2.9007728,2.2358503,2.5738592,1.8324515,2.519125,2.5147872,2.6634266,3.1998491,3.8430266,3.0546076,0.7002577,-0.2238398,-0.06792138,0.21077009,0.66492236,-0.33800888,-0.29176116,0.8756924,0.32691348,0.21273112,-2.3181043,-2.5308354,-0.93016666,0.18053165,7.0,7.0,,0.4129822467022061,2.0409845546662786,3.1794058180293923,6.489118167614094,7.69865010764495,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
869,high_recall,untested,0.6984288,0.048386995,99.60036,gds,4917,198576,53.11366577410748,-27.86786012918301,188462,1,23.32568960531605,335.7328937143345,0.2019225137618486,1.616492509841919,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.8901567,2.42099,1.9565421,1.1550914,0.34602073,0.014123728,-0.57431465,3.4849854,3.6196265,4.3685484,5.316636,5.9959903,6.2446566,6.509465,0.46916676,0.4644478,0.8014507,0.8090707,0.331897,0.5884384,1.2658985,1.1409677,0.9203354,-5.5402985,-4.554872,0.98542637,-0.6948153,0.4125337,7.0,7.0,,0.3124564515713587,2.5989722843127767,32.95019936374898,85.63665490896409,105.45533368903352,True,,gds-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
870,high_recall,untested,0.6982321,0.03752952,99.60014,primer-uds-north,8484,124152,34.46098876067622,-5.195687688742544,118756,1,22.69029519761408,194.04442458965207,0.2509744038651579,1.4984363317489624,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.688256,2.4347565,1.8557967,0.98087823,0.12177565,-0.4839951,-1.2097062,0.052252103,2.395135,3.1150389,4.099993,5.064191,5.6448364,5.961241,3.253499,0.5789597,0.8749185,0.8591026,0.60577077,0.72571105,1.4538783,1.4648733,1.3314818,-6.706609,-6.7452483,-0.0386395,-0.6003706,0.5069784,6.0,6.0,,0.2438139013314111,3.106250187073423,37.2383388121011,115.67159690139256,152.7326317685381,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
871,high_recall,untested,0.6980924,0.03323339,99.59972,gds-sw,66324,178794,53.08057299673391,-27.80348653145978,170079,1,27.541179305839965,11.6456909192865,0.1896349830147565,2.3834095001220703,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.6145115,6.19926,6.2049527,5.1325445,4.910212,4.273065,3.631221,1.839632,-0.35414797,-0.3804335,1.662826,2.1380446,2.7755516,3.1499217,-1.5847487,-0.0056921006,1.072408,0.22233275,0.63714683,0.641844,1.0667158,0.8594796,1.2789909,1.6128441,-6.5230985,-8.135942,-0.72208154,0.38526744,5.0,4.0,,0.2260368055799329,3.396529469407046,0.50818344311828,1.7260600404159772,2.248233166339683,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
872,high_recall,untested,0.6979867,0.060413394,99.59929,primer-uds-north,14019,35605,34.28539188599043,-5.185953356148609,34021,1,23.11626390946676,191.6856672990406,0.1406970395199286,2.327622413635254,False,0,True,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.779725,3.6933188,1.4607528,0.71932083,0.014400849,-0.4883516,-0.78373903,1.5669894,1.6714915,3.8966286,4.761473,5.654423,6.0609837,5.949011,0.086406134,2.232566,0.741432,0.70491993,0.5027524,0.2953874,2.973998,1.2076724,0.79813987,-6.5344934,-3.9968214,2.5376723,-0.851715,0.25563392,7.0,5.0,,0.4501132667030358,1.9516308021191544,69.92562477694854,136.46900317211907,155.35117480347958,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
873,high_recall,untested,0.6979503,0.044332523,99.599075,primer-cosmos-east,66680,434416,150.1848555357566,2.412513627999462,404637,1,23.63872614136437,114.32113177934345,0.3109436657975706,3.6346163749694815,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.7800343,4.138338,2.7322087,1.4045495,0.585593,0.17162952,-0.2612815,2.1182775,1.1655922,2.5965466,3.808394,4.939625,5.105069,5.4321775,-1.3583039,1.4061296,1.3276591,0.8189565,0.41396344,0.432911,2.7337887,1.2329199,0.8468744,-5.837271,-4.2663965,1.5708749,-0.50731826,0.6017021,7.0,6.0,,0.2808034389173729,2.780217670808529,14.581535088578002,40.53984152077917,51.92790780909437,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
874,high_recall,untested,0.6976033,0.042597983,99.59864,primer-cosmos-west,5314,293298,150.0458305721898,2.1523101981278963,275740,1,25.83692518500638,5.113774708410212,0.0,1.1791388988494873,True,10,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,1.1653205,-0.057487465,-0.4112984,-0.20741905,10.859289,2.6935747,1.9364882,1.9772909,3.4477541,4.215064,4.199456,-2.218213,1.959393,2.3345108,1.222808,0.35381094,-0.20387936,-11.066709,8.165714,0.7570865,0.14993158,-2.9009938,8.922801,-0.034183733,-44.118587,-44.084404,-2.39794,-1.290591,6.0,6.0,,0.198632861138818,3.412443251860793,3.535344037906326,12.06416090515973,17.798384505147865,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
875,high_recall,untested,0.69747406,0.032288134,99.59843,gds-sw,37698,168976,53.064785975785085,-27.862616554066484,161012,1,22.96348371965765,489.0267287291354,0.2345112207851827,3.4844791889190674,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.0455704,4.647011,3.2127728,1.9386557,0.50294465,-0.068833254,-0.9365185,2.3070507,2.9802184,4.288874,5.262479,6.188261,6.4748945,6.8855653,0.3985597,1.4342381,1.274117,1.4357111,0.5717779,0.8676852,2.7083552,2.007489,1.4394631,-10.301182,-7.135557,3.1656249,-0.6298364,0.4775126,7.0,7.0,,0.3128222749911465,2.56920067335223,39.963105960006565,102.67323874169536,127.750192856751,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
876,high_recall,untested,0.6974476,0.042802073,99.59821,primer-uds-north,65681,31685,34.277196160017894,-5.113193640037382,30240,2,27.14694413295501,29.2055307340786,0.1178648364749412,8.82211971282959,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,6.2353206,5.0879054,4.4171715,3.8533056,4.1359196,4.2026143,3.2420928,-1.4219811,1.8405845,2.3082476,2.1969724,3.3954823,3.3080974,4.067798,1.1474154,0.67073387,0.5638658,-0.2826141,-0.066694684,0.9605216,1.2345997,-0.3493088,0.8938269,-6.9675174,-5.0461373,1.9213802,-0.92861575,0.17873323,6.0,6.0,,0.4992732797165199,1.8320959348826944,2.0685141733356054,3.7897164082154,4.143050023646524,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
877,high_recall,untested,0.69734347,0.04338048,99.598,ceers-full,10438,572161,214.85538778465465,52.75864288808839,535213,1,21.48006470719092,1044.9396284625234,0.1201873419000459,1.7927640676498413,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.035722,0.5274196,-0.47085947,-1.1915812,-1.8371481,-2.1729748,-2.4199355,4.027743,5.774859,6.407289,6.9977565,7.4171267,7.6074247,7.6448617,1.5083023,0.99827915,0.7207217,0.6455668,0.33582675,0.24696064,1.7190009,0.9813936,0.5827874,-7.6174293,-2.91161,4.705819,-0.9201413,0.17840041,7.0,7.0,,0.504542083776396,1.7742444652653402,368.1478556581184,653.18429530072,729.6672913835171,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,False,False
878,high_recall,untested,0.69721943,0.06260803,99.597786,gdn,52631,532185,189.33358598414648,62.2461752823038,497378,1,26.388574152882093,60.41667889262754,0.0842985951760945,3.95573353767395,False,0,True,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.1775832,3.3523703,3.0554862,2.7977767,2.2571404,1.8595413,2.487368,3.8810425,3.8265557,4.102463,4.2359257,5.0315547,5.3612356,4.794481,-0.174787,0.2968841,0.25770953,0.5406363,0.3975991,-0.6278268,0.5545936,0.9382354,-0.23022772,-1.3641392,0.3063775,1.6705167,-1.0741796,0.033169303,7.0,7.0,,0.5857517759595291,1.5767813812756657,5.611990881440492,8.84888273374418,9.580834598832247,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
879,high_recall,untested,0.69717515,0.06065506,99.59736,gds,35492,237340,53.17128350731778,-27.807424225775456,224317,1,28.29521995038876,21.308919650579288,0.0787259335844304,6.9046125411987305,False,0,True,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.69531,4.9872503,5.438318,5.407313,5.073403,4.4199886,4.35682,0.732766,2.8316379,2.1424506,2.2659745,3.4151769,3.937233,3.752823,0.7080595,-0.45106727,0.031004908,0.33390996,0.6534141,0.06316875,-0.42006236,0.987324,0.71658283,0.09517072,-3.3261971,-3.421368,-1.1038822,0.0034667857,6.0,6.0,,0.6034226730175922,1.5388848425196378,1.0842296591429272,1.668504588265284,1.7967996689963912,True,,gds-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
880,high_recall,untested,0.6967727,0.045171786,99.59672,primer-uds-south,3386,133775,34.481304483238745,-5.3174798397444105,127984,2,24.224664386606403,118.4535071321253,0.1984512285432856,1.792514443397522,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.312643,3.9808748,3.0361407,2.1882112,1.3142129,0.7396827,0.32464194,0.282601,1.8598415,2.8277078,3.6169038,4.6988773,5.323085,5.4676857,1.331768,0.9447342,0.84792954,0.87399817,0.5745303,0.41504073,1.7926638,1.4485284,0.98957103,-7.2409,-4.799326,2.4415743,-0.7023462,0.40835208,6.0,6.0,,0.3475202378884512,2.3984019863824684,15.667105195643476,37.5760162220944,45.0825692651384,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
881,high_recall,untested,0.69665915,0.055024073,99.59628,primer-cosmos-east,52459,429811,150.17811250380632,2.359918912056385,400231,1,27.6560431823704,11.133631009275897,0.0746708962300377,5.802253723144531,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.1895556,3.6830316,4.041369,4.1115193,4.1265388,3.4023187,3.7437775,2.1007898,2.6553984,2.5282052,3.1211216,3.0196037,3.6504185,3.1051283,0.5065242,-0.35833725,-0.07015058,-0.015019485,0.72422016,-0.3414589,-0.4284878,0.7092007,0.3827613,0.80239725,-1.8548001,-2.6571975,-1.1268486,-0.017828234,7.0,7.0,,0.6273863514261918,1.5215708517321864,2.026262385016336,3.0831017830021983,3.2296883418170976,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
882,high_recall,untested,0.69659287,0.053282697,99.59607,primer-uds-south,37211,31390,34.27643401429696,-5.259091168571666,29954,1,19.31836610964615,665.0657839730226,0.1229398168813822,1.0085291862487793,True,13,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,-1.9186065,-2.526214,-3.0377245,-3.638175,-3.8752744,-4.202428,-4.581634,6.7875166,7.2493067,7.7306833,8.176572,8.40091,8.555754,7.1930337,0.60760754,0.5115105,0.60045046,0.23709945,0.32715338,0.37920615,1.1119609,0.56425285,0.7063595,-4.9410014,-3.5116153,1.4293859,-0.91030747,0.20039086,7.0,7.0,,,,,,,False,aperture d020 covers a NaN or non-finite pixel,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
883,high_recall,untested,0.6964424,0.042768903,99.595856,gds-sw,33278,161526,53.04768766004044,-27.86872527841568,154124,1,22.95624906022885,413.5902966173181,0.3208113923792476,2.630147218704224,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.033074,3.2595956,2.0571885,1.2394961,0.36096376,-0.37046632,-0.9437531,3.055004,3.9014928,4.892907,5.4825535,6.0811014,6.450613,6.7180247,0.77347857,1.202407,0.81769246,0.8785323,0.73143005,0.5732868,2.0200994,1.6099623,1.3047168,-7.529564,-6.51394,1.0156237,-0.4937502,0.61359876,7.0,7.0,,0.3181376613858683,2.535391927571717,29.481314580732597,74.74668700219178,92.66842049541184,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
884,high_recall,untested,0.6959862,0.051819254,99.59564,primer-cosmos-west,58116,345594,150.0934795765751,2.281083995339978,322046,1,27.70426004105309,17.683901444761265,0.1117513960647734,5.655461311340332,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.9765043,4.5843887,4.390321,4.435125,4.023799,3.4597478,3.790876,2.643879,2.3792448,2.980027,3.1671708,3.6383152,4.3013716,3.5666003,-0.60788447,0.19406801,-0.04480408,0.411326,0.5640511,-0.33112812,0.14926395,0.9753771,0.23292297,0.9278473,-1.5478175,-2.4756646,-0.95174706,0.15560192,7.0,7.0,,0.4766340388937836,1.9012100983423263,1.3621470633512227,2.589727752270689,2.8578468011068194,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
885,high_recall,untested,0.6958679,0.0500911,99.59543,gds-sw,20627,160533,53.04479569280882,-27.8877008260919,153221,1,22.38107650207378,794.3878795990254,0.1231412316415046,1.660922646522522,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.1157913,1.0342109,0.29781342,-0.34425676,-0.99837816,-1.3044394,-1.5189242,5.304727,6.074261,6.4801683,6.805854,7.130061,7.2747846,7.3707194,1.0815803,0.7363975,0.6420702,0.6541214,0.30606124,0.21448487,1.3784677,0.9601826,0.5205461,-6.98889,-2.6019778,4.3869123,-0.9095965,0.19775246,7.0,7.0,,0.4718849984707387,1.885297510282543,152.7235750668257,287.9293758349356,323.6457517441,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
886,high_recall,untested,0.69543827,0.046973415,99.595,primer-cosmos-east,21367,430160,150.17857996077888,2.248656285220608,400569,1,23.441158729106267,156.3131456644692,0.1441958374359423,2.7468059062957764,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.9883785,2.975518,1.9918691,1.131342,0.38527837,-0.035382114,-0.45884657,1.3619541,2.5132005,3.557758,4.300059,5.2428393,5.4055367,5.745019,1.0128604,0.98364884,0.860527,0.7460637,0.4206605,0.42346445,1.8441758,1.1667242,0.844125,-7.3633194,-4.2168946,3.1464248,-0.8410473,0.26797312,7.0,6.0,,0.4395066027433348,1.98335384628902,50.79334052552051,100.74116729715904,115.5690044437923,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
887,high_recall,untested,0.6951163,0.039016686,99.594574,ceers-full,12781,611670,215.0076822737143,52.87410055964072,572620,1,23.933284502588847,155.25118743840324,0.2955416832085462,5.983693599700928,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.8952808,2.196622,1.8965038,1.4170519,0.7281874,0.32654867,0.033271387,3.0539079,3.9913182,4.0462337,4.626743,5.4526024,5.843753,5.738202,0.6986591,0.300118,0.47945195,0.68886447,0.40163875,0.2932773,0.7795699,1.0905032,0.694916,-3.6058521,-3.472066,0.13378614,-0.5293813,0.5691604,7.0,7.0,,0.2486169859023957,2.983593767298924,10.047703251159186,29.978264795827684,40.41438767624592,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,False,False,False
888,high_recall,secure z>3 (V untested),0.6947838,0.053906344,99.59435,gds,23857,230736,53.16245185720365,-27.83057978332464,218181,1,27.478254453811708,23.965350921056963,0.105219901448562,5.93482780456543,False,0,False,,,2,0,0,1,3.0,5.64661,G140M;G235M,gds-rieke-v4_g140m-f100lp_1207_88612.spec.fits;gds-rieke-v4_g235m-f170lp_1207_88612.spec.fits,False,False,False,False,False,False,False,False,False,False,4.8536716,4.4479275,4.081774,4.1659603,4.1638403,3.4509647,3.569373,2.1777647,3.0124748,3.2678065,3.3418958,3.6617959,4.3430114,3.8701913,0.4057439,0.36615342,-0.084186055,0.0021196268,0.7128758,-0.11840819,0.28196737,0.7149954,0.5944676,-1.5008763,-2.6483266,-1.1474504,-0.9779021,0.12944686,7.0,7.0,,0.5020414066370728,1.766885751363421,1.6117110328612865,2.847709259277829,3.210314949233654,True,,gds-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
889,high_recall,untested,0.69419986,0.053319886,99.59414,ceers-full,74688,568326,214.8384757261928,52.8852006131113,531576,1,23.882833051551707,159.96253542236562,0.2762075162402447,3.8293046951293945,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.3316948,2.6375046,2.0295858,1.4644611,0.76554805,0.19259201,-0.0171789,2.4563513,3.5309808,3.9926841,4.629519,5.358959,5.875455,5.7680964,0.6941904,0.60791874,0.56512463,0.69891304,0.5729561,0.20977092,1.1730434,1.2718691,0.782727,-4.9286604,-3.9261866,1.0024737,-0.5587645,0.53977716,7.0,7.0,,0.2193035192572026,3.302127468913869,9.79813043440355,32.35467565144495,44.67840036307009,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,False,False,False
890,high_recall,untested,0.6941294,0.067601286,99.593925,primer-uds-south,19666,69649,34.34549997979492,-5.287548564969201,66438,1,26.92218237696868,8.624695271532621,0.1091107968102551,1.4981518983840942,False,0,True,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.344663,3.3497567,3.4222853,3.9039762,3.8138928,3.517552,3.0189686,1.3482722,2.2505498,2.3575797,2.160421,2.5246043,2.8572056,2.851121,0.9949066,-0.072528675,-0.4816908,0.090083264,0.29634097,0.4985835,-0.5542195,0.38642424,0.79492444,0.8378516,-4.0976753,-4.9355273,-0.9621323,0.14856602,7.0,6.0,,0.3168430915811239,2.590821134750601,1.6852048616477364,4.366064371941418,5.318736328566153,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
891,high_recall,untested,0.6940406,0.044818837,99.59371,gdn,23785,522469,189.3031388950864,62.19220794074441,488218,2,25.70226924628862,75.0949416038924,0.1874073685451095,5.7408318519592285,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.2077835,2.8161347,2.9518778,2.8458037,2.4207084,1.7480478,1.8019282,3.4076102,3.9618373,3.6785839,3.9478543,4.5284595,5.0694637,5.011945,0.39164883,-0.135743,0.10607391,0.42509556,0.6726605,-0.053880386,-0.029669093,1.097756,0.61878014,-0.46965244,-2.4059582,-1.9363056,-0.7272133,0.38013563,7.0,7.0,,0.3988005946652948,1.894307103752784,5.755736886612602,10.903133271642185,14.432618615935802,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
892,high_recall,untested,0.6940197,0.043774147,99.5935,primer-uds-south,32579,55007,34.318174865192915,-5.266055609332084,52468,2,27.93613103510583,5.068004970052922,0.0325730440906042,17.914907455444336,False,2,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,7.044554,6.3828635,7.0054026,7.327139,3.9460125,3.850679,4.015811,-1.5427595,-0.44155744,-1.2934371,-1.5112177,2.8503273,2.9694464,2.3256888,0.661691,-0.6225391,-0.3217365,3.3811264,0.09533358,-0.16513208,-0.9442756,3.47646,-0.0697985,0.9372047,-0.024437116,-0.9616418,-1.4871416,-0.37644336,3.0,3.0,,0.971803588112847,0.9515010504866074,2.133383671045101,2.029916804090389,2.195282768185633,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,True,False
893,high_recall,untested,0.6936574,0.05718177,99.59286,primer-uds-south,21241,104038,34.41697044309297,-5.284706997643034,99437,1,27.329698380925024,11.780596665766934,0.1086450478352456,4.807441711425781,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.5806475,4.277669,4.6761727,4.7194796,3.5231855,3.5579324,3.4229233,1.3321882,1.6315657,1.4037098,1.5625223,3.2487953,3.3217595,3.1613975,0.30297866,-0.3985037,-0.043306995,1.1962941,-0.03474682,0.1350089,-0.4418107,1.1615472,0.10026208,0.8652941,-0.44958737,-1.3148814,-0.9639901,0.14670824,7.0,3.0,,0.4259756866946153,2.0618538670136264,1.6735007221970537,3.450513935512092,3.928629671760578,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
894,high_recall,untested,0.6936561,0.044411995,99.59264,primer-cosmos-east,47583,420175,150.16527033127656,2.3428455154204526,391026,1,27.658749983995417,9.03497873431206,0.0908732286979129,5.68724536895752,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.6734695,4.814848,4.572973,4.7839127,4.133269,3.7137198,3.7464242,1.4479996,1.354167,1.8252821,2.4859674,2.923863,3.3306942,2.8972993,-0.14137828,0.24187504,-0.2109398,0.6506437,0.41954887,-0.032704204,0.030935246,1.0701926,0.38684466,0.34410268,-2.0367024,-2.380805,-1.041564,0.067456365,7.0,5.0,,0.6121030579500465,1.5511265643845755,1.7271211308401788,2.6789834659561294,2.8216182036802184,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
895,high_recall,untested,0.6928892,0.058610506,99.59221,primer-uds-south,22602,22991,34.25599530900546,-5.282292120713537,21889,2,27.473888522055866,3.461212081857374,0.0874995449898988,6.6295247077941895,False,0,False,,,1,0,0,0,,,G395M,rubies-uds1-v4_g395m-f290lp_4233_18644.spec.fits,False,False,False,False,False,False,False,False,False,False,6.337216,6.4183054,3.8088307,4.793443,4.42502,2.9244504,3.5650773,-0.26847005,-0.16335544,1.4501704,0.6692683,1.5587931,2.9571602,1.9550097,-0.08108959,2.6094747,-0.9846127,0.36842304,1.5005699,-0.64062685,1.6248621,1.868993,0.8599431,-5.628885,-1.4344566,4.194428,-1.0579942,0.052704092,4.0,2.0,,0.6076380247702485,1.370027726547408,2.189546023723464,2.999738761052773,3.6033722947989366,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
896,high_recall,untested,0.6926425,0.045384727,99.59157,primer-cosmos-east,57696,431365,150.18030428723404,2.3782899900569863,401717,1,25.079294455934576,46.46357594526828,0.2905727758806528,1.492164134979248,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.2544448,2.868175,2.2985954,2.2733545,1.4991825,1.2778186,1.1791862,2.1837614,2.6491926,3.3549695,3.8955202,4.476155,4.6914563,4.531932,0.38626972,0.5695796,0.025240975,0.7741721,0.22136386,0.0986324,0.59482056,0.995536,0.31999627,-1.9295248,-1.5977648,0.33175987,-0.5367451,0.57227534,7.0,7.0,,0.2440347497791354,3.014368065072881,3.820886040567813,11.51755686097038,15.657139173932894,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
